;ID;Level;ISO1_3N;ISO1_3C;ISO1_2C;ISO2;ISO2_UID;FIPS;NUTS;AGS;IBGE;ZCTA;Longitude;Latitude;Population;Admin;Admin0;Admin1;Admin2;Admin3;NameID;Date;Cases;Cases_New;Type;Age;Sex;Source
119;BRMG3106200;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3106200;NA;-43.95;-19.92;2512070;2;Brazil;Minas Gerais;Belo Horizonte;;Belo Horizonte, Minas Gerais, Brazil;29/12/2020;1838;1;Deaths;Total;Total;SES
120;BRMG3113404;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3113404;NA;-42.14;-19.79;92062;2;Brazil;Minas Gerais;Caratinga;;Caratinga, Minas Gerais, Brazil;29/12/2020;104;1;Deaths;Total;Total;SES
121;BRMG3126109;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3126109;NA;-45.43;-20.46;67683;2;Brazil;Minas Gerais;Formiga;;Formiga, Minas Gerais, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
122;BRMG3130101;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3130101;NA;-44.3;-20.07;43045;2;Brazil;Minas Gerais;Igarape;;Igarape, Minas Gerais, Brazil;29/12/2020;17;1;Deaths;Total;Total;SES
123;BRMG3131703;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3131703;NA;-43.23;-19.62;120060;2;Brazil;Minas Gerais;Itabira;;Itabira, Minas Gerais, Brazil;29/12/2020;42;1;Deaths;Total;Total;SES
124;BRMG3136207;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3136207;NA;-43.17;-19.81;79910;2;Brazil;Minas Gerais;Joao Monlevade;;Joao Monlevade, Minas Gerais, Brazil;29/12/2020;32;1;Deaths;Total;Total;SES
125;BRMG3162401;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3162401;NA;-44.01;-15.93;25165;2;Brazil;Minas Gerais;Sao Joao da Ponte;;Sao Joao da Ponte, Minas Gerais, Brazil;29/12/2020;11;1;Deaths;Total;Total;SES
126;BRMG3168705;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3168705;NA;-42.64;-19.58;89842;2;Brazil;Minas Gerais;Timoteo;;Timoteo, Minas Gerais, Brazil;29/12/2020;103;1;Deaths;Total;Total;SES
127;BRMG3169901;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3169901;NA;-42.94;-21.12;115552;2;Brazil;Minas Gerais;Uba;;Uba, Minas Gerais, Brazil;29/12/2020;78;1;Deaths;Total;Total;SES
128;BRMG3170701;Municipality;76;BRA;BR;MG;BR-MG;NA;;NA;3170701;NA;-45.43;-21.56;135558;2;Brazil;Minas Gerais;Varginha;;Varginha, Minas Gerais, Brazil;29/12/2020;49;1;Deaths;Total;Total;SES
129;BRMS;State;76;BRA;BR;MS;BR-MS;NA;;NA;NA;NA;-54.79;-20.77;2778986;1;Brazil;Mato Grosso do Sul;;;Mato Grosso do Sul, Brazil;29/12/2020;2300;30;Deaths;Total;Total;SES
130;BRMS5000708;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5000708;NA;-55.8;-20.48;25135;2;Brazil;Mato Grosso do Sul;Anastacio;;Anastacio, Mato Grosso do Sul, Brazil;29/12/2020;28;1;Deaths;Total;Total;SES
131;BRMS5002100;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5002100;NA;-56.53;-22.11;24629;2;Brazil;Mato Grosso do Sul;Bela Vista;;Bela Vista, Mato Grosso do Sul, Brazil;29/12/2020;6;1;Deaths;Total;Total;SES
132;BRMS5002407;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5002407;NA;-54.82;-22.63;30174;2;Brazil;Mato Grosso do Sul;Caarapo;;Caarapo, Mato Grosso do Sul, Brazil;29/12/2020;13;1;Deaths;Total;Total;SES
133;BRMS5002704;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5002704;NA;-54.62;-20.46;895982;2;Brazil;Mato Grosso do Sul;Campo Grande;;Campo Grande, Mato Grosso do Sul, Brazil;29/12/2020;1047;16;Deaths;Total;Total;SES
134;BRMS5003207;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5003207;NA;-57.65;-19;111435;2;Brazil;Mato Grosso do Sul;Corumba;;Corumba, Mato Grosso do Sul, Brazil;29/12/2020;191;1;Deaths;Total;Total;SES
135;BRMS5003306;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5003306;NA;-54.75;-18.5;33543;2;Brazil;Mato Grosso do Sul;Coxim;;Coxim, Mato Grosso do Sul, Brazil;29/12/2020;24;1;Deaths;Total;Total;SES
136;BRMS5003702;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5003702;NA;-54.81;-22.22;222949;2;Brazil;Mato Grosso do Sul;Dourados;;Dourados, Mato Grosso do Sul, Brazil;29/12/2020;155;2;Deaths;Total;Total;SES
137;BRMS5004304;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5004304;NA;-54.56;-23.67;16078;2;Brazil;Mato Grosso do Sul;Iguatemi;;Iguatemi, Mato Grosso do Sul, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
138;BRMS5004809;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5004809;NA;-54.41;-23.89;9110;2;Brazil;Mato Grosso do Sul;Japora;;Japora, Mato Grosso do Sul, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
139;BRMS5005152;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5005152;NA;-54.6;-22.86;6712;2;Brazil;Mato Grosso do Sul;Juti;;Juti, Mato Grosso do Sul, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
140;BRMS5005400;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5005400;NA;-55.16;-21.62;47083;2;Brazil;Mato Grosso do Sul;Maracaju;;Maracaju, Mato Grosso do Sul, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
141;BRMS5005707;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5005707;NA;-54.2;-23.06;54878;2;Brazil;Mato Grosso do Sul;Navirai;;Navirai, Mato Grosso do Sul, Brazil;29/12/2020;46;1;Deaths;Total;Total;SES
142;BRMS5006606;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5006606;NA;-55.72;-22.53;92526;2;Brazil;Mato Grosso do Sul;Ponta Pora;;Ponta Pora, Mato Grosso do Sul, Brazil;29/12/2020;51;1;Deaths;Total;Total;SES
143;BRMS5008305;Municipality;76;BRA;BR;MS;BR-MS;NA;;NA;5008305;NA;-51.71;-20.79;121388;2;Brazil;Mato Grosso do Sul;Tres Lagoas;;Tres Lagoas, Mato Grosso do Sul, Brazil;29/12/2020;60;1;Deaths;Total;Total;SES
144;BRMT;State;76;BRA;BR;MT;BR-MT;NA;;NA;NA;NA;-56.92;-12.68;3484466;1;Brazil;Mato Grosso;;;Mato Grosso, Brazil;29/12/2020;4486;18;Deaths;Total;Total;SES
145;BRMT51;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;51;NA;NA;NA;NA;2;Brazil;Mato Grosso;Unassigned;;Unassigned, Mato Grosso, Brazil;29/12/2020;62;1;Deaths;Total;Total;SES
146;BRMT5100409;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5100409;NA;-53.53;-16.95;12030;2;Brazil;Mato Grosso;Alto Garcas;;Alto Garcas, Mato Grosso, Brazil;29/12/2020;15;1;Deaths;Total;Total;SES
147;BRMT5103403;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5103403;NA;-56.1;-15.6;612547;2;Brazil;Mato Grosso;Cuiaba;;Cuiaba, Mato Grosso, Brazil;29/12/2020;1165;5;Deaths;Total;Total;SES
148;BRMT5104906;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5104906;NA;-56.49;-15.24;8409;2;Brazil;Mato Grosso;Jangada;;Jangada, Mato Grosso, Brazil;29/12/2020;11;1;Deaths;Total;Total;SES
149;BRMT5105150;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5105150;NA;-58.76;-11.42;40997;2;Brazil;Mato Grosso;Juina;;Juina, Mato Grosso, Brazil;29/12/2020;43;1;Deaths;Total;Total;SES
150;BRMT5105259;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5105259;NA;-55.92;-13.07;65534;2;Brazil;Mato Grosso;Lucas do Rio Verde;;Lucas do Rio Verde, Mato Grosso, Brazil;29/12/2020;70;2;Deaths;Total;Total;SES
151;BRMT5107040;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5107040;NA;-54.3;-15.56;62019;2;Brazil;Mato Grosso;Primavera do Leste;;Primavera do Leste, Mato Grosso, Brazil;29/12/2020;106;1;Deaths;Total;Total;SES
152;BRMT5107602;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5107602;NA;-54.64;-16.46;232491;2;Brazil;Mato Grosso;Rondonopolis;;Rondonopolis, Mato Grosso, Brazil;29/12/2020;454;1;Deaths;Total;Total;SES
153;BRMT5107958;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5107958;NA;-57.49;-14.62;103750;2;Brazil;Mato Grosso;Tangara da Serra;;Tangara da Serra, Mato Grosso, Brazil;29/12/2020;97;1;Deaths;Total;Total;SES
154;BRMT5108303;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5108303;NA;-54.37;-11.53;3525;2;Brazil;Mato Grosso;Uniao do Sul;;Uniao do Sul, Mato Grosso, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
155;BRMT5108402;Municipality;76;BRA;BR;MT;BR-MT;NA;;NA;5108402;NA;-56.13;-15.65;284971;2;Brazil;Mato Grosso;Varzea Grande;;Varzea Grande, Mato Grosso, Brazil;29/12/2020;563;3;Deaths;Total;Total;SES
156;BRPA;State;76;BRA;BR;PA;BR-PA;NA;;NA;NA;NA;-54.93;-2;8602865;1;Brazil;Para;;;Para, Brazil;29/12/2020;7169;20;Deaths;Total;Total;SES
157;BRPA1501402;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1501402;NA;-48.47;-1.45;1492745;2;Brazil;Para;Belem;;Belem, Para, Brazil;29/12/2020;2432;7;Deaths;Total;Total;SES
158;BRPA1502202;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1502202;NA;-47.18;-1.19;69027;2;Brazil;Para;Capanema;;Capanema, Para, Brazil;29/12/2020;68;1;Deaths;Total;Total;SES
159;BRPA1503606;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1503606;NA;-55.99;-4.26;101247;2;Brazil;Para;Itaituba;;Itaituba, Para, Brazil;29/12/2020;101;1;Deaths;Total;Total;SES
160;BRPA1504208;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1504208;NA;-49.1;-5.35;279349;2;Brazil;Para;Maraba;;Maraba, Para, Brazil;29/12/2020;229;2;Deaths;Total;Total;SES
161;BRPA1504455;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1504455;NA;-52.89;-3.44;31597;2;Brazil;Para;Medicilandia;;Medicilandia, Para, Brazil;29/12/2020;18;1;Deaths;Total;Total;SES
162;BRPA1505304;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1505304;NA;-55.87;-1.77;73096;2;Brazil;Para;Oriximina;;Oriximina, Para, Brazil;29/12/2020;59;1;Deaths;Total;Total;SES
163;BRPA1505536;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1505536;NA;-49.89;-6.07;208273;2;Brazil;Para;Parauapebas;;Parauapebas, Para, Brazil;29/12/2020;202;3;Deaths;Total;Total;SES
164;BRPA1505700;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1505700;NA;-48.87;-1.4;31082;2;Brazil;Para;Ponta de Pedras;;Ponta de Pedras, Para, Brazil;29/12/2020;14;1;Deaths;Total;Total;SES
165;BRPA1506807;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1506807;NA;-54.7;-2.44;304589;2;Brazil;Para;Santarem;;Santarem, Para, Brazil;29/12/2020;229;2;Deaths;Total;Total;SES
166;BRPA1507458;Municipality;76;BRA;BR;PA;BR-PA;NA;;NA;1507458;NA;-48.56;-6.39;24847;2;Brazil;Para;Sao Geraldo do Araguaia;;Sao Geraldo do Araguaia, Para, Brazil;29/12/2020;20;1;Deaths;Total;Total;SES
167;BRPB;State;76;BRA;BR;PB;BR-PB;NA;;NA;NA;NA;-36.78;-7.24;4018127;1;Brazil;Paraiba;;;Paraiba, Brazil;29/12/2020;3647;12;Deaths;Total;Total;SES
168;BRPB2503555;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2503555;NA;-37.06;-7.21;7173;2;Brazil;Paraiba;Cacimbas;;Cacimbas, Paraiba, Brazil;29/12/2020;4;1;Deaths;Total;Total;SES
169;BRPB2504009;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2504009;NA;-35.88;-7.22;409731;2;Brazil;Paraiba;Campina Grande;;Campina Grande, Paraiba, Brazil;29/12/2020;443;4;Deaths;Total;Total;SES
170;BRPB2504603;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2504603;NA;-34.91;-7.26;24670;2;Brazil;Paraiba;Conde;;Conde, Paraiba, Brazil;29/12/2020;20;1;Deaths;Total;Total;SES
171;BRPB2507101;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2507101;NA;-35.24;-6.83;18664;2;Brazil;Paraiba;Itapororoca;;Itapororoca, Paraiba, Brazil;29/12/2020;11;1;Deaths;Total;Total;SES
172;BRPB2507507;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2507507;NA;-34.88;-7.12;809015;2;Brazil;Paraiba;Joao Pessoa;;Joao Pessoa, Paraiba, Brazil;29/12/2020;1172;10;Deaths;Total;Total;SES
173;BRPB2507903;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2507903;NA;-35.24;-7.37;10756;2;Brazil;Paraiba;Juripiranga;;Juripiranga, Paraiba, Brazil;29/12/2020;15;1;Deaths;Total;Total;SES
174;BRPB2509156;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2509156;NA;-38.35;-6.84;6617;2;Brazil;Paraiba;Marizopolis;;Marizopolis, Paraiba, Brazil;29/12/2020;4;1;Deaths;Total;Total;SES
175;BRPB2509206;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2509206;NA;-35.73;-7.18;13918;2;Brazil;Paraiba;Massaranduba;;Massaranduba, Paraiba, Brazil;29/12/2020;9;1;Deaths;Total;Total;SES
176;BRPB2509404;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2509404;NA;-35.48;-7.3;13284;2;Brazil;Paraiba;Mogeiro;;Mogeiro, Paraiba, Brazil;29/12/2020;8;1;Deaths;Total;Total;SES
177;BRPB2511905;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2511905;NA;-34.81;-7.47;19065;2;Brazil;Paraiba;Pitimbu;;Pitimbu, Paraiba, Brazil;29/12/2020;10;1;Deaths;Total;Total;SES
178;BRPB2512101;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2512101;NA;-37.8;-6.77;32801;2;Brazil;Paraiba;Pombal;;Pombal, Paraiba, Brazil;29/12/2020;20;1;Deaths;Total;Total;SES
179;BRPB2512507;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2512507;NA;-35.9;-7.36;43967;2;Brazil;Paraiba;Queimadas;;Queimadas, Paraiba, Brazil;29/12/2020;26;1;Deaths;Total;Total;SES
180;BRPB2513703;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2513703;NA;-34.98;-7.13;136586;2;Brazil;Paraiba;Santa Rita;;Santa Rita, Paraiba, Brazil;29/12/2020;178;1;Deaths;Total;Total;SES
181;BRPB2515203;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2515203;NA;-37.01;-8.15;3489;2;Brazil;Paraiba;Sao Sebastiao do Umbuzeiro;;Sao Sebastiao do Umbuzeiro, Paraiba, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
182;BRPB2516201;Municipality;76;BRA;BR;PB;BR-PB;NA;;NA;2516201;NA;-38.23;-6.77;69444;2;Brazil;Paraiba;Sousa;;Sousa, Paraiba, Brazil;29/12/2020;61;2;Deaths;Total;Total;SES
183;BRPE;State;76;BRA;BR;PE;BR-PE;NA;;NA;NA;NA;-36.95;-8.81;9557071;1;Brazil;Pernambuco;;;Pernambuco, Brazil;29/12/2020;9612;24;Deaths;Total;Total;SES
184;BRPE2600054;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2600054;NA;-34.9;-7.9;99990;2;Brazil;Pernambuco;Abreu e Lima;;Abreu e Lima, Pernambuco, Brazil;29/12/2020;139;1;Deaths;Total;Total;SES
185;BRPE2600203;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2600203;NA;-41.01;-8.52;19635;2;Brazil;Pernambuco;Afranio;;Afranio, Pernambuco, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
186;BRPE2601102;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2601102;NA;-40.5;-7.58;84418;2;Brazil;Pernambuco;Araripina;;Araripina, Pernambuco, Brazil;29/12/2020;50;1;Deaths;Total;Total;SES
187;BRPE2604106;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2604106;NA;-35.97;-8.28;361118;2;Brazil;Pernambuco;Caruaru;;Caruaru, Pernambuco, Brazil;29/12/2020;385;1;Deaths;Total;Total;SES
188;BRPE2605103;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2605103;NA;-37.64;-8.09;37111;2;Brazil;Pernambuco;Custodia;;Custodia, Pernambuco, Brazil;29/12/2020;22;1;Deaths;Total;Total;SES
189;BRPE2606002;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2606002;NA;-36.49;-8.89;139788;2;Brazil;Pernambuco;Garanhuns;;Garanhuns, Pernambuco, Brazil;29/12/2020;86;1;Deaths;Total;Total;SES
190;BRPE2606606;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2606606;NA;-37.69;-8.54;29235;2;Brazil;Pernambuco;Ibimirim;;Ibimirim, Pernambuco, Brazil;29/12/2020;12;2;Deaths;Total;Total;SES
191;BRPE2607901;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2607901;NA;-34.95;-8.18;702298;2;Brazil;Pernambuco;Jaboatao dos Guararapes;;Jaboatao dos Guararapes, Pernambuco, Brazil;29/12/2020;936;3;Deaths;Total;Total;SES
192;BRPE2609154;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2609154;NA;-37.62;-8.96;21434;2;Brazil;Pernambuco;Manari;;Manari, Pernambuco, Brazil;29/12/2020;1;1;Deaths;Total;Total;SES
193;BRPE2609600;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2609600;NA;-34.85;-8;392482;2;Brazil;Pernambuco;Olinda;;Olinda, Pernambuco, Brazil;29/12/2020;570;3;Deaths;Total;Total;SES
194;BRPE2610400;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2610400;NA;-39.58;-8.09;22010;2;Brazil;Pernambuco;Parnamirim;;Parnamirim, Pernambuco, Brazil;29/12/2020;13;1;Deaths;Total;Total;SES
195;BRPE2610509;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2610509;NA;-35.58;-7.98;28933;2;Brazil;Pernambuco;Passira;;Passira, Pernambuco, Brazil;29/12/2020;36;1;Deaths;Total;Total;SES
196;BRPE2610707;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2610707;NA;-34.87;-7.93;331774;2;Brazil;Pernambuco;Paulista;;Paulista, Pernambuco, Brazil;29/12/2020;437;5;Deaths;Total;Total;SES
197;BRPE2611101;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2611101;NA;-40.5;-9.38;349145;2;Brazil;Pernambuco;Petrolina;;Petrolina, Pernambuco, Brazil;29/12/2020;131;1;Deaths;Total;Total;SES
198;BRPE2614105;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2614105;NA;-37.27;-8.07;35907;2;Brazil;Pernambuco;Sertania;;Sertania, Pernambuco, Brazil;29/12/2020;20;1;Deaths;Total;Total;SES
199;BRPE2614600;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2614600;NA;-37.54;-7.58;28534;2;Brazil;Pernambuco;Tabira;;Tabira, Pernambuco, Brazil;29/12/2020;14;1;Deaths;Total;Total;SES
200;BRPE2614808;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2614808;NA;-38.15;-9.11;25765;2;Brazil;Pernambuco;Tacaratu;;Tacaratu, Pernambuco, Brazil;29/12/2020;16;1;Deaths;Total;Total;SES
201;BRPE2615607;Municipality;76;BRA;BR;PE;BR-PE;NA;;NA;2615607;NA;-40.26;-7.76;30521;2;Brazil;Pernambuco;Trindade;;Trindade, Pernambuco, Brazil;29/12/2020;26;1;Deaths;Total;Total;SES
202;BRPI;State;76;BRA;BR;PI;BR-PI;NA;;NA;NA;NA;-42.73;-7.72;3273227;1;Brazil;Piaui;;;Piaui, Brazil;29/12/2020;2827;6;Deaths;Total;Total;SES
203;BRPI2202737;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2202737;NA;-42.21;-5.09;4020;2;Brazil;Piaui;Coivaras;;Coivaras, Piaui, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
204;BRPI2203909;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2203909;NA;-43.01;-6.77;59935;2;Brazil;Piaui;Floriano;;Floriano, Piaui, Brazil;29/12/2020;64;1;Deaths;Total;Total;SES
205;BRPI2207553;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2207553;NA;-41.7;-7.1;3945;2;Brazil;Piaui;Paqueta;;Paqueta, Piaui, Brazil;29/12/2020;2;1;Deaths;Total;Total;SES
206;BRPI2208304;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2208304;NA;-41.72;-3.93;28791;2;Brazil;Piaui;Piracuruca;;Piracuruca, Piaui, Brazil;29/12/2020;17;1;Deaths;Total;Total;SES
207;BRPI2210607;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2210607;NA;-42.69;-9.02;34710;2;Brazil;Piaui;Sao Raimundo Nonato;;Sao Raimundo Nonato, Piaui, Brazil;29/12/2020;25;1;Deaths;Total;Total;SES
208;BRPI2211001;Municipality;76;BRA;BR;PI;BR-PI;NA;;NA;2211001;NA;-42.81;-5.09;864845;2;Brazil;Piaui;Teresina;;Teresina, Piaui, Brazil;29/12/2020;1210;1;Deaths;Total;Total;SES
209;BRPR;State;76;BRA;BR;PR;BR-PR;NA;;NA;NA;NA;-52.02;-25.25;11433957;1;Brazil;Parana;;;Parana, Brazil;29/12/2020;7810;77;Deaths;Total;Total;SES
210;BRPR4101507;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4101507;NA;-51.43;-23.42;123027;2;Brazil;Parana;Arapongas;;Arapongas, Parana, Brazil;29/12/2020;139;1;Deaths;Total;Total;SES
211;BRPR4102109;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4102109;NA;-51.66;-23.24;26111;2;Brazil;Parana;Astorga;;Astorga, Parana, Brazil;29/12/2020;15;2;Deaths;Total;Total;SES
212;BRPR4103503;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4103503;NA;-51.36;-23.67;8570;2;Brazil;Parana;California;;California, Parana, Brazil;29/12/2020;8;2;Deaths;Total;Total;SES
213;BRPR4104204;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4104204;NA;-49.53;-25.46;132002;2;Brazil;Parana;Campo Largo;;Campo Largo, Parana, Brazil;29/12/2020;126;2;Deaths;Total;Total;SES
214;BRPR4104253;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4104253;NA;-49.45;-25.37;29318;2;Brazil;Parana;Campo Magro;;Campo Magro, Parana, Brazil;29/12/2020;30;2;Deaths;Total;Total;SES
215;BRPR4104808;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4104808;NA;-53.46;-24.96;328454;2;Brazil;Parana;Cascavel;;Cascavel, Parana, Brazil;29/12/2020;226;2;Deaths;Total;Total;SES
216;BRPR4105508;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4105508;NA;-52.61;-23.66;82620;2;Brazil;Parana;Cianorte;;Cianorte, Parana, Brazil;29/12/2020;35;2;Deaths;Total;Total;SES
217;BRPR4105805;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4105805;NA;-49.22;-25.29;243726;2;Brazil;Parana;Colombo;;Colombo, Parana, Brazil;29/12/2020;248;4;Deaths;Total;Total;SES
218;BRPR4106308;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4106308;NA;-53.3;-24.8;17071;2;Brazil;Parana;Corbelia;;Corbelia, Parana, Brazil;29/12/2020;10;1;Deaths;Total;Total;SES
219;BRPR4106506;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4106506;NA;-52.57;-25.98;20734;2;Brazil;Parana;Coronel Vivida;;Coronel Vivida, Parana, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
220;BRPR4106902;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4106902;NA;-49.27;-25.43;1933105;2;Brazil;Parana;Curitiba;;Curitiba, Parana, Brazil;29/12/2020;1951;20;Deaths;Total;Total;SES
221;BRPR4107652;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4107652;NA;-49.31;-25.65;100209;2;Brazil;Parana;Fazenda Rio Grande;;Fazenda Rio Grande, Parana, Brazil;29/12/2020;114;1;Deaths;Total;Total;SES
222;BRPR4108304;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4108304;NA;-54.59;-25.54;258532;2;Brazil;Parana;Foz do Iguacu;;Foz do Iguacu, Parana, Brazil;29/12/2020;256;1;Deaths;Total;Total;SES
223;BRPR4109302;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4109302;NA;-52.87;-25.1;12472;2;Brazil;Parana;Guaraniacu;;Guaraniacu, Parana, Brazil;29/12/2020;3;1;Deaths;Total;Total;SES
224;BRPR4109609;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4109609;NA;-48.58;-25.88;37067;2;Brazil;Parana;Guaratuba;;Guaratuba, Parana, Brazil;29/12/2020;34;1;Deaths;Total;Total;SES
225;BRPR4110706;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4110706;NA;-50.65;-25.47;60727;2;Brazil;Parana;Irati;;Irati, Parana, Brazil;29/12/2020;22;1;Deaths;Total;Total;SES
226;BRPR4113502;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4113502;NA;-53.14;-22.93;23086;2;Brazil;Parana;Loanda;;Loanda, Parana, Brazil;29/12/2020;12;1;Deaths;Total;Total;SES
227;BRPR4114203;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4114203;NA;-51.68;-23.52;34400;2;Brazil;Parana;Mandaguari;;Mandaguari, Parana, Brazil;29/12/2020;16;2;Deaths;Total;Total;SES
228;BRPR4114807;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4114807;NA;-51.8;-23.48;35496;2;Brazil;Parana;Marialva;;Marialva, Parana, Brazil;29/12/2020;20;2;Deaths;Total;Total;SES
229;BRPR4114906;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4114906;NA;-51.31;-23.74;8836;2;Brazil;Parana;Marilandia do Sul;;Marilandia do Sul, Parana, Brazil;29/12/2020;5;1;Deaths;Total;Total;SES
230;BRPR4115200;Municipality;76;BRA;BR;PR;BR-PR;NA;;NA;4115200;NA;-51.94;-23.43;423666;2;Brazil;Parana;Maringa;;Maringa, Parana, Brazil;29/12/2020;315;4;Deaths;Total;Total;SES
