;ID;Level;ISO1_3N;ISO1_3C;ISO1_2C;ISO2;ISO2_UID;FIPS;NUTS;AGS;IBGE;ZCTA;Longitude;Latitude;Population;Admin;Admin0;Admin1;Admin2;Admin3;NameID;Date;Cases;Cases_New;Type;Age;Sex;Source
1567;US13125;County;840;USA;US;GA;US-GA;13125;;NA;NA;NA;-82.61;33.23;2971;2;United States;Georgia;Glascock;;Glascock, Georgia, United States;29/12/2020;4;1;Deaths;Total;Total;NYT
1568;US13127;County;840;USA;US;GA;US-GA;13127;;NA;NA;NA;-81.54;31.23;85292;2;United States;Georgia;Glynn;;Glynn, Georgia, United States;29/12/2020;134;1;Deaths;Total;Total;JHU
1569;US13127;County;840;USA;US;GA;US-GA;13127;;NA;NA;NA;-81.54;31.23;85292;2;United States;Georgia;Glynn;;Glynn, Georgia, United States;29/12/2020;134;1;Deaths;Total;Total;NYT
1570;US13135;County;840;USA;US;GA;US-GA;13135;;NA;NA;NA;-84.02;33.96;936250;2;United States;Georgia;Gwinnett;;Gwinnett, Georgia, United States;29/12/2020;594;3;Deaths;Total;Total;JHU
1571;US13135;County;840;USA;US;GA;US-GA;13135;;NA;NA;NA;-84.02;33.96;936250;2;United States;Georgia;Gwinnett;;Gwinnett, Georgia, United States;29/12/2020;594;3;Deaths;Total;Total;NYT
1572;US13137;County;840;USA;US;GA;US-GA;13137;;NA;NA;NA;-83.53;34.63;45328;2;United States;Georgia;Habersham;;Habersham, Georgia, United States;29/12/2020;91;2;Deaths;Total;Total;JHU
1573;US13137;County;840;USA;US;GA;US-GA;13137;;NA;NA;NA;-83.53;34.63;45328;2;United States;Georgia;Habersham;;Habersham, Georgia, United States;29/12/2020;91;2;Deaths;Total;Total;NYT
1574;US13139;County;840;USA;US;GA;US-GA;13139;;NA;NA;NA;-83.82;34.32;204441;2;United States;Georgia;Hall;;Hall, Georgia, United States;29/12/2020;227;4;Deaths;Total;Total;JHU
1575;US13139;County;840;USA;US;GA;US-GA;13139;;NA;NA;NA;-83.82;34.32;204441;2;United States;Georgia;Hall;;Hall, Georgia, United States;29/12/2020;227;4;Deaths;Total;Total;NYT
1576;US13149;County;840;USA;US;GA;US-GA;13149;;NA;NA;NA;-85.13;33.3;11923;2;United States;Georgia;Heard;;Heard, Georgia, United States;29/12/2020;11;1;Deaths;Total;Total;JHU
1577;US13149;County;840;USA;US;GA;US-GA;13149;;NA;NA;NA;-85.13;33.3;11923;2;United States;Georgia;Heard;;Heard, Georgia, United States;29/12/2020;11;1;Deaths;Total;Total;NYT
1578;US13153;County;840;USA;US;GA;US-GA;13153;;NA;NA;NA;-83.67;32.46;157863;2;United States;Georgia;Houston;;Houston, Georgia, United States;29/12/2020;125;2;Deaths;Total;Total;JHU
1579;US13153;County;840;USA;US;GA;US-GA;13153;;NA;NA;NA;-83.67;32.46;157863;2;United States;Georgia;Houston;;Houston, Georgia, United States;29/12/2020;125;2;Deaths;Total;Total;NYT
1580;US13155;County;840;USA;US;GA;US-GA;13155;;NA;NA;NA;-83.28;31.6;9416;2;United States;Georgia;Irwin;;Irwin, Georgia, United States;29/12/2020;17;1;Deaths;Total;Total;JHU
1581;US13155;County;840;USA;US;GA;US-GA;13155;;NA;NA;NA;-83.28;31.6;9416;2;United States;Georgia;Irwin;;Irwin, Georgia, United States;29/12/2020;17;1;Deaths;Total;Total;NYT
1582;US13157;County;840;USA;US;GA;US-GA;13157;;NA;NA;NA;-83.57;34.14;72977;2;United States;Georgia;Jackson;;Jackson, Georgia, United States;29/12/2020;72;1;Deaths;Total;Total;JHU
1583;US13157;County;840;USA;US;GA;US-GA;13157;;NA;NA;NA;-83.57;34.14;72977;2;United States;Georgia;Jackson;;Jackson, Georgia, United States;29/12/2020;72;1;Deaths;Total;Total;NYT
1584;US13185;County;840;USA;US;GA;US-GA;13185;;NA;NA;NA;-83.27;30.84;117406;2;United States;Georgia;Lowndes;;Lowndes, Georgia, United States;29/12/2020;136;1;Deaths;Total;Total;JHU
1585;US13185;County;840;USA;US;GA;US-GA;13185;;NA;NA;NA;-83.27;30.84;117406;2;United States;Georgia;Lowndes;;Lowndes, Georgia, United States;29/12/2020;136;1;Deaths;Total;Total;NYT
1586;US13207;County;840;USA;US;GA;US-GA;13207;;NA;NA;NA;-83.92;33.01;27578;2;United States;Georgia;Monroe;;Monroe, Georgia, United States;29/12/2020;64;2;Deaths;Total;Total;JHU
1587;US13207;County;840;USA;US;GA;US-GA;13207;;NA;NA;NA;-83.92;33.01;27578;2;United States;Georgia;Monroe;;Monroe, Georgia, United States;29/12/2020;64;2;Deaths;Total;Total;NYT
1588;US13211;County;840;USA;US;GA;US-GA;13211;;NA;NA;NA;-83.49;33.59;19276;2;United States;Georgia;Morgan;;Morgan, Georgia, United States;29/12/2020;10;1;Deaths;Total;Total;JHU
1589;US13211;County;840;USA;US;GA;US-GA;13211;;NA;NA;NA;-83.49;33.59;19276;2;United States;Georgia;Morgan;;Morgan, Georgia, United States;29/12/2020;10;1;Deaths;Total;Total;NYT
1590;US13223;County;840;USA;US;GA;US-GA;13223;;NA;NA;NA;-84.87;33.92;168667;2;United States;Georgia;Paulding;;Paulding, Georgia, United States;29/12/2020;107;2;Deaths;Total;Total;JHU
1591;US13223;County;840;USA;US;GA;US-GA;13223;;NA;NA;NA;-84.87;33.92;168667;2;United States;Georgia;Paulding;;Paulding, Georgia, United States;29/12/2020;107;2;Deaths;Total;Total;NYT
1592;US13225;County;840;USA;US;GA;US-GA;13225;;NA;NA;NA;-83.83;32.57;27546;2;United States;Georgia;Peach;;Peach, Georgia, United States;29/12/2020;33;3;Deaths;Total;Total;JHU
1593;US13225;County;840;USA;US;GA;US-GA;13225;;NA;NA;NA;-83.83;32.57;27546;2;United States;Georgia;Peach;;Peach, Georgia, United States;29/12/2020;33;3;Deaths;Total;Total;NYT
1594;US13245;County;840;USA;US;GA;US-GA;13245;;NA;NA;NA;-82.07;33.36;202518;2;United States;Georgia;Richmond;;Richmond, Georgia, United States;29/12/2020;252;2;Deaths;Total;Total;JHU
1595;US13245;County;840;USA;US;GA;US-GA;13245;;NA;NA;NA;-82.07;33.36;202518;2;United States;Georgia;Richmond;;Richmond, Georgia, United States;29/12/2020;252;2;Deaths;Total;Total;NYT
1596;US13261;County;840;USA;US;GA;US-GA;13261;;NA;NA;NA;-84.2;32.04;29524;2;United States;Georgia;Sumter;;Sumter, Georgia, United States;29/12/2020;74;1;Deaths;Total;Total;JHU
1597;US13261;County;840;USA;US;GA;US-GA;13261;;NA;NA;NA;-84.2;32.04;29524;2;United States;Georgia;Sumter;;Sumter, Georgia, United States;29/12/2020;74;1;Deaths;Total;Total;NYT
1598;US13267;County;840;USA;US;GA;US-GA;13267;;NA;NA;NA;-82.06;32.05;25286;2;United States;Georgia;Tattnall;;Tattnall, Georgia, United States;29/12/2020;36;1;Deaths;Total;Total;JHU
1599;US13267;County;840;USA;US;GA;US-GA;13267;;NA;NA;NA;-82.06;32.05;25286;2;United States;Georgia;Tattnall;;Tattnall, Georgia, United States;29/12/2020;36;1;Deaths;Total;Total;NYT
1600;US13275;County;840;USA;US;GA;US-GA;13275;;NA;NA;NA;-83.92;30.86;44451;2;United States;Georgia;Thomas;;Thomas, Georgia, United States;29/12/2020;84;1;Deaths;Total;Total;JHU
1601;US13275;County;840;USA;US;GA;US-GA;13275;;NA;NA;NA;-83.92;30.86;44451;2;United States;Georgia;Thomas;;Thomas, Georgia, United States;29/12/2020;84;1;Deaths;Total;Total;NYT
1602;US13281;County;840;USA;US;GA;US-GA;13281;;NA;NA;NA;-83.74;34.91;12037;2;United States;Georgia;Towns;;Towns, Georgia, United States;29/12/2020;37;1;Deaths;Total;Total;JHU
1603;US13281;County;840;USA;US;GA;US-GA;13281;;NA;NA;NA;-83.74;34.91;12037;2;United States;Georgia;Towns;;Towns, Georgia, United States;29/12/2020;37;1;Deaths;Total;Total;NYT
1604;US13299;County;840;USA;US;GA;US-GA;13299;;NA;NA;NA;-82.42;31.05;35734;2;United States;Georgia;Ware;;Ware, Georgia, United States;29/12/2020;83;2;Deaths;Total;Total;JHU
1605;US13299;County;840;USA;US;GA;US-GA;13299;;NA;NA;NA;-82.42;31.05;35734;2;United States;Georgia;Ware;;Ware, Georgia, United States;29/12/2020;83;2;Deaths;Total;Total;NYT
1606;US13303;County;840;USA;US;GA;US-GA;13303;;NA;NA;NA;-82.79;32.97;20374;2;United States;Georgia;Washington;;Washington, Georgia, United States;29/12/2020;45;3;Deaths;Total;Total;JHU
1607;US13303;County;840;USA;US;GA;US-GA;13303;;NA;NA;NA;-82.79;32.97;20374;2;United States;Georgia;Washington;;Washington, Georgia, United States;29/12/2020;45;3;Deaths;Total;Total;NYT
1608;US13311;County;840;USA;US;GA;US-GA;13311;;NA;NA;NA;-83.75;34.65;30798;2;United States;Georgia;White;;White, Georgia, United States;29/12/2020;37;1;Deaths;Total;Total;JHU
1609;US13311;County;840;USA;US;GA;US-GA;13311;;NA;NA;NA;-83.75;34.65;30798;2;United States;Georgia;White;;White, Georgia, United States;29/12/2020;37;1;Deaths;Total;Total;NYT
1610;US13313;County;840;USA;US;GA;US-GA;13313;;NA;NA;NA;-84.96;34.81;104628;2;United States;Georgia;Whitfield;;Whitfield, Georgia, United States;29/12/2020;121;5;Deaths;Total;Total;JHU
1611;US13313;County;840;USA;US;GA;US-GA;13313;;NA;NA;NA;-84.96;34.81;104628;2;United States;Georgia;Whitfield;;Whitfield, Georgia, United States;29/12/2020;121;5;Deaths;Total;Total;NYT
1612;US16;State;840;USA;US;ID;US-ID;16;;NA;NA;NA;-114.48;44.24;1787065;1;United States;Idaho;;;Idaho, United States;29/12/2020;1377;23;Deaths;Total;Total;CTP
1613;US16;State;840;USA;US;ID;US-ID;16;;NA;NA;NA;-114.48;44.24;1787065;1;United States;Idaho;;;Idaho, United States;29/12/2020;1393;16;Deaths;Total;Total;JHU
1614;US16;State;840;USA;US;ID;US-ID;16;;NA;NA;NA;-114.48;44.24;1787065;1;United States;Idaho;;;Idaho, United States;29/12/2020;1396;15;Deaths;Total;Total;NYT
1615;US16005;County;840;USA;US;ID;US-ID;16005;;NA;NA;NA;-112.22;42.67;87808;2;United States;Idaho;Bannock;;Bannock, Idaho, United States;29/12/2020;61;1;Deaths;Total;Total;JHU
1616;US16005;County;840;USA;US;ID;US-ID;16005;;NA;NA;NA;-112.22;42.67;87808;2;United States;Idaho;Bannock;;Bannock, Idaho, United States;29/12/2020;62;2;Deaths;Total;Total;NYT
1617;US16011;County;840;USA;US;ID;US-ID;16011;;NA;NA;NA;-112.4;43.22;46811;2;United States;Idaho;Bingham;;Bingham, Idaho, United States;29/12/2020;44;1;Deaths;Total;Total;JHU
1618;US16011;County;840;USA;US;ID;US-ID;16011;;NA;NA;NA;-112.4;43.22;46811;2;United States;Idaho;Bingham;;Bingham, Idaho, United States;29/12/2020;44;1;Deaths;Total;Total;NYT
1619;US16017;County;840;USA;US;ID;US-ID;16017;;NA;NA;NA;-116.6;48.3;45739;2;United States;Idaho;Bonner;;Bonner, Idaho, United States;29/12/2020;13;1;Deaths;Total;Total;JHU
1620;US16017;County;840;USA;US;ID;US-ID;16017;;NA;NA;NA;-116.6;48.3;45739;2;United States;Idaho;Bonner;;Bonner, Idaho, United States;29/12/2020;14;1;Deaths;Total;Total;NYT
1621;US16019;County;840;USA;US;ID;US-ID;16019;;NA;NA;NA;-111.62;43.39;119062;2;United States;Idaho;Bonneville;;Bonneville, Idaho, United States;29/12/2020;114;4;Deaths;Total;Total;JHU
1622;US16019;County;840;USA;US;ID;US-ID;16019;;NA;NA;NA;-111.62;43.39;119062;2;United States;Idaho;Bonneville;;Bonneville, Idaho, United States;29/12/2020;114;2;Deaths;Total;Total;NYT
1623;US16021;County;840;USA;US;ID;US-ID;16021;;NA;NA;NA;-116.46;48.77;12245;2;United States;Idaho;Boundary;;Boundary, Idaho, United States;29/12/2020;7;1;Deaths;Total;Total;JHU
1624;US16021;County;840;USA;US;ID;US-ID;16021;;NA;NA;NA;-116.46;48.77;12245;2;United States;Idaho;Boundary;;Boundary, Idaho, United States;29/12/2020;7;1;Deaths;Total;Total;NYT
1625;US16047;County;840;USA;US;ID;US-ID;16047;;NA;NA;NA;-114.81;42.97;15179;2;United States;Idaho;Gooding;;Gooding, Idaho, United States;29/12/2020;18;1;Deaths;Total;Total;JHU
1626;US16047;County;840;USA;US;ID;US-ID;16047;;NA;NA;NA;-114.81;42.97;15179;2;United States;Idaho;Gooding;;Gooding, Idaho, United States;29/12/2020;17;1;Deaths;Total;Total;NYT
1627;US16055;County;840;USA;US;ID;US-ID;16055;;NA;NA;NA;-116.7;47.67;165697;2;United States;Idaho;Kootenai;;Kootenai, Idaho, United States;29/12/2020;116;3;Deaths;Total;Total;JHU
1628;US16055;County;840;USA;US;ID;US-ID;16055;;NA;NA;NA;-116.7;47.67;165697;2;United States;Idaho;Kootenai;;Kootenai, Idaho, United States;29/12/2020;116;3;Deaths;Total;Total;NYT
1629;US16057;County;840;USA;US;ID;US-ID;16057;;NA;NA;NA;-116.71;46.82;40108;2;United States;Idaho;Latah;;Latah, Idaho, United States;29/12/2020;6;2;Deaths;Total;Total;JHU
1630;US16057;County;840;USA;US;ID;US-ID;16057;;NA;NA;NA;-116.71;46.82;40108;2;United States;Idaho;Latah;;Latah, Idaho, United States;29/12/2020;6;2;Deaths;Total;Total;NYT
1631;US16079;County;840;USA;US;ID;US-ID;16079;;NA;NA;NA;-115.89;47.35;12882;2;United States;Idaho;Shoshone;;Shoshone, Idaho, United States;29/12/2020;26;2;Deaths;Total;Total;JHU
1632;US16079;County;840;USA;US;ID;US-ID;16079;;NA;NA;NA;-115.89;47.35;12882;2;United States;Idaho;Shoshone;;Shoshone, Idaho, United States;29/12/2020;26;2;Deaths;Total;Total;NYT
1633;US16083;County;840;USA;US;ID;US-ID;16083;;NA;NA;NA;-114.67;42.35;86878;2;United States;Idaho;Twin Falls;;Twin Falls, Idaho, United States;29/12/2020;113;1;Deaths;Total;Total;JHU
1634;US16083;County;840;USA;US;ID;US-ID;16083;;NA;NA;NA;-114.67;42.35;86878;2;United States;Idaho;Twin Falls;;Twin Falls, Idaho, United States;29/12/2020;114;1;Deaths;Total;Total;NYT
1635;US17;State;840;USA;US;IL;US-IL;17;;NA;NA;NA;-88.99;40.35;12671821;1;United States;Illinois;;;Illinois, United States;29/12/2020;17596;126;Deaths;Total;Total;CTP
1636;US17;State;840;USA;US;IL;US-IL;17;;NA;NA;NA;-88.99;40.35;12671821;1;United States;Illinois;;;Illinois, United States;29/12/2020;17596;126;Deaths;Total;Total;JHU
1637;US17;State;840;USA;US;IL;US-IL;17;;NA;NA;NA;-88.99;40.35;12671821;1;United States;Illinois;;;Illinois, United States;29/12/2020;17606;130;Deaths;Total;Total;NYT
1638;US17001;County;840;USA;US;IL;US-IL;17001;;NA;NA;NA;-91.19;39.99;65435;2;United States;Illinois;Adams;;Adams, Illinois, United States;29/12/2020;79;1;Deaths;Total;Total;JHU
1639;US17001;County;840;USA;US;IL;US-IL;17001;;NA;NA;NA;-91.19;39.99;65435;2;United States;Illinois;Adams;;Adams, Illinois, United States;29/12/2020;79;1;Deaths;Total;Total;NYT
1640;US17015;County;840;USA;US;IL;US-IL;17015;;NA;NA;NA;-89.93;42.07;14305;2;United States;Illinois;Carroll;;Carroll, Illinois, United States;29/12/2020;31;1;Deaths;Total;Total;JHU
1641;US17015;County;840;USA;US;IL;US-IL;17015;;NA;NA;NA;-89.93;42.07;14305;2;United States;Illinois;Carroll;;Carroll, Illinois, United States;29/12/2020;31;1;Deaths;Total;Total;NYT
1642;US17019;County;840;USA;US;IL;US-IL;17019;;NA;NA;NA;-88.2;40.14;209689;2;United States;Illinois;Champaign;;Champaign, Illinois, United States;29/12/2020;88;1;Deaths;Total;Total;NYT
1643;US17021;County;840;USA;US;IL;US-IL;17021;;NA;NA;NA;-89.28;39.55;32304;2;United States;Illinois;Christian;;Christian, Illinois, United States;29/12/2020;63;1;Deaths;Total;Total;JHU
1644;US17021;County;840;USA;US;IL;US-IL;17021;;NA;NA;NA;-89.28;39.55;32304;2;United States;Illinois;Christian;;Christian, Illinois, United States;29/12/2020;64;1;Deaths;Total;Total;NYT
1645;US17025;County;840;USA;US;IL;US-IL;17025;;NA;NA;NA;-88.49;38.75;13184;2;United States;Illinois;Clay;;Clay, Illinois, United States;29/12/2020;35;1;Deaths;Total;Total;JHU
1646;US17025;County;840;USA;US;IL;US-IL;17025;;NA;NA;NA;-88.49;38.75;13184;2;United States;Illinois;Clay;;Clay, Illinois, United States;29/12/2020;35;1;Deaths;Total;Total;NYT
1647;US17031;County;840;USA;US;IL;US-IL;17031;;NA;NA;NA;-87.82;41.84;5150233;2;United States;Illinois;Cook;;Cook, Illinois, United States;29/12/2020;8169;32;Deaths;Total;Total;JHU
1648;US17031;County;840;USA;US;IL;US-IL;17031;;NA;NA;NA;-87.82;41.84;5150233;2;United States;Illinois;Cook;;Cook, Illinois, United States;29/12/2020;8169;32;Deaths;Total;Total;NYT
1649;US17037;County;840;USA;US;IL;US-IL;17037;;NA;NA;NA;-88.77;41.89;104897;2;United States;Illinois;DeKalb;;DeKalb, Illinois, United States;29/12/2020;76;1;Deaths;Total;Total;JHU
1650;US17037;County;840;USA;US;IL;US-IL;17037;;NA;NA;NA;-88.77;41.89;104897;2;United States;Illinois;DeKalb;;DeKalb, Illinois, United States;29/12/2020;76;1;Deaths;Total;Total;NYT
1651;US17039;County;840;USA;US;IL;US-IL;17039;;NA;NA;NA;-88.91;40.18;15638;2;United States;Illinois;De Witt;;De Witt, Illinois, United States;29/12/2020;25;1;Deaths;Total;Total;JHU
1652;US17039;County;840;USA;US;IL;US-IL;17039;;NA;NA;NA;-88.91;40.18;15638;2;United States;Illinois;De Witt;;De Witt, Illinois, United States;29/12/2020;25;1;Deaths;Total;Total;NYT
1653;US17043;County;840;USA;US;IL;US-IL;17043;;NA;NA;NA;-88.09;41.85;922921;2;United States;Illinois;DuPage;;DuPage, Illinois, United States;29/12/2020;1012;9;Deaths;Total;Total;JHU
1654;US17043;County;840;USA;US;IL;US-IL;17043;;NA;NA;NA;-88.09;41.85;922921;2;United States;Illinois;DuPage;;DuPage, Illinois, United States;29/12/2020;1012;9;Deaths;Total;Total;NYT
1655;US17055;County;840;USA;US;IL;US-IL;17055;;NA;NA;NA;-88.93;37.99;38469;2;United States;Illinois;Franklin;;Franklin, Illinois, United States;29/12/2020;52;1;Deaths;Total;Total;JHU
1656;US17055;County;840;USA;US;IL;US-IL;17055;;NA;NA;NA;-88.93;37.99;38469;2;United States;Illinois;Franklin;;Franklin, Illinois, United States;29/12/2020;52;1;Deaths;Total;Total;NYT
1657;US17057;County;840;USA;US;IL;US-IL;17057;;NA;NA;NA;-90.21;40.47;34340;2;United States;Illinois;Fulton;;Fulton, Illinois, United States;29/12/2020;29;2;Deaths;Total;Total;JHU
1658;US17057;County;840;USA;US;IL;US-IL;17057;;NA;NA;NA;-90.21;40.47;34340;2;United States;Illinois;Fulton;;Fulton, Illinois, United States;29/12/2020;29;2;Deaths;Total;Total;NYT
1659;US17063;County;840;USA;US;IL;US-IL;17063;;NA;NA;NA;-88.42;41.29;51054;2;United States;Illinois;Grundy;;Grundy, Illinois, United States;29/12/2020;44;1;Deaths;Total;Total;JHU
1660;US17063;County;840;USA;US;IL;US-IL;17063;;NA;NA;NA;-88.42;41.29;51054;2;United States;Illinois;Grundy;;Grundy, Illinois, United States;29/12/2020;44;1;Deaths;Total;Total;NYT
1661;US17071;County;840;USA;US;IL;US-IL;17071;;NA;NA;NA;-90.92;40.82;6646;2;United States;Illinois;Henderson;;Henderson, Illinois, United States;29/12/2020;9;3;Deaths;Total;Total;JHU
1662;US17071;County;840;USA;US;IL;US-IL;17071;;NA;NA;NA;-90.92;40.82;6646;2;United States;Illinois;Henderson;;Henderson, Illinois, United States;29/12/2020;9;3;Deaths;Total;Total;NYT
1663;US17073;County;840;USA;US;IL;US-IL;17073;;NA;NA;NA;-90.13;41.35;48913;2;United States;Illinois;Henry;;Henry, Illinois, United States;29/12/2020;61;1;Deaths;Total;Total;JHU
1664;US17073;County;840;USA;US;IL;US-IL;17073;;NA;NA;NA;-90.13;41.35;48913;2;United States;Illinois;Henry;;Henry, Illinois, United States;29/12/2020;61;1;Deaths;Total;Total;NYT
1665;US17077;County;840;USA;US;IL;US-IL;17077;;NA;NA;NA;-89.38;37.79;56750;2;United States;Illinois;Jackson;;Jackson, Illinois, United States;29/12/2020;59;2;Deaths;Total;Total;JHU
1666;US17077;County;840;USA;US;IL;US-IL;17077;;NA;NA;NA;-89.38;37.79;56750;2;United States;Illinois;Jackson;;Jackson, Illinois, United States;29/12/2020;59;2;Deaths;Total;Total;NYT
1667;US17081;County;840;USA;US;IL;US-IL;17081;;NA;NA;NA;-88.92;38.3;37684;2;United States;Illinois;Jefferson;;Jefferson, Illinois, United States;29/12/2020;79;3;Deaths;Total;Total;JHU
1668;US17081;County;840;USA;US;IL;US-IL;17081;;NA;NA;NA;-88.92;38.3;37684;2;United States;Illinois;Jefferson;;Jefferson, Illinois, United States;29/12/2020;79;3;Deaths;Total;Total;NYT
1669;US17089;County;840;USA;US;IL;US-IL;17089;;NA;NA;NA;-88.43;41.94;532403;2;United States;Illinois;Kane;;Kane, Illinois, United States;29/12/2020;596;2;Deaths;Total;Total;JHU
1670;US17089;County;840;USA;US;IL;US-IL;17089;;NA;NA;NA;-88.43;41.94;532403;2;United States;Illinois;Kane;;Kane, Illinois, United States;29/12/2020;596;2;Deaths;Total;Total;NYT
1671;US17091;County;840;USA;US;IL;US-IL;17091;;NA;NA;NA;-87.86;41.14;109862;2;United States;Illinois;Kankakee;;Kankakee, Illinois, United States;29/12/2020;153;1;Deaths;Total;Total;JHU
1672;US17091;County;840;USA;US;IL;US-IL;17091;;NA;NA;NA;-87.86;41.14;109862;2;United States;Illinois;Kankakee;;Kankakee, Illinois, United States;29/12/2020;153;1;Deaths;Total;Total;NYT
1673;US17097;County;840;USA;US;IL;US-IL;17097;;NA;NA;NA;-88;42.32;696535;2;United States;Illinois;Lake;;Lake, Illinois, United States;29/12/2020;802;5;Deaths;Total;Total;JHU
1674;US17097;County;840;USA;US;IL;US-IL;17097;;NA;NA;NA;-88;42.32;696535;2;United States;Illinois;Lake;;Lake, Illinois, United States;29/12/2020;802;5;Deaths;Total;Total;NYT
1675;US17099;County;840;USA;US;IL;US-IL;17099;;NA;NA;NA;-88.89;41.34;108669;2;United States;Illinois;LaSalle;;LaSalle, Illinois, United States;29/12/2020;222;1;Deaths;Total;Total;JHU
1676;US17099;County;840;USA;US;IL;US-IL;17099;;NA;NA;NA;-88.89;41.34;108669;2;United States;Illinois;LaSalle;;LaSalle, Illinois, United States;29/12/2020;222;1;Deaths;Total;Total;NYT
1677;US17107;County;840;USA;US;IL;US-IL;17107;;NA;NA;NA;-89.37;40.13;28618;2;United States;Illinois;Logan;;Logan, Illinois, United States;29/12/2020;48;1;Deaths;Total;Total;JHU
1678;US17107;County;840;USA;US;IL;US-IL;17107;;NA;NA;NA;-89.37;40.13;28618;2;United States;Illinois;Logan;;Logan, Illinois, United States;29/12/2020;48;1;Deaths;Total;Total;NYT
1679;US17111;County;840;USA;US;IL;US-IL;17111;;NA;NA;NA;-88.45;42.32;307774;2;United States;Illinois;McHenry;;McHenry, Illinois, United States;29/12/2020;214;3;Deaths;Total;Total;JHU
1680;US17111;County;840;USA;US;IL;US-IL;17111;;NA;NA;NA;-88.45;42.32;307774;2;United States;Illinois;McHenry;;McHenry, Illinois, United States;29/12/2020;214;3;Deaths;Total;Total;NYT
1681;US17113;County;840;USA;US;IL;US-IL;17113;;NA;NA;NA;-88.85;40.49;171517;2;United States;Illinois;McLean;;McLean, Illinois, United States;29/12/2020;105;5;Deaths;Total;Total;JHU
1682;US17113;County;840;USA;US;IL;US-IL;17113;;NA;NA;NA;-88.85;40.49;171517;2;United States;Illinois;McLean;;McLean, Illinois, United States;29/12/2020;105;5;Deaths;Total;Total;NYT
1683;US17117;County;840;USA;US;IL;US-IL;17117;;NA;NA;NA;-89.92;39.26;44926;2;United States;Illinois;Macoupin;;Macoupin, Illinois, United States;29/12/2020;77;3;Deaths;Total;Total;JHU
1684;US17117;County;840;USA;US;IL;US-IL;17117;;NA;NA;NA;-89.92;39.26;44926;2;United States;Illinois;Macoupin;;Macoupin, Illinois, United States;29/12/2020;77;3;Deaths;Total;Total;NYT
1685;US17119;County;840;USA;US;IL;US-IL;17119;;NA;NA;NA;-89.9;38.83;262966;2;United States;Illinois;Madison;;Madison, Illinois, United States;29/12/2020;384;2;Deaths;Total;Total;JHU
1686;US17119;County;840;USA;US;IL;US-IL;17119;;NA;NA;NA;-89.9;38.83;262966;2;United States;Illinois;Madison;;Madison, Illinois, United States;29/12/2020;384;2;Deaths;Total;Total;NYT
1687;US17121;County;840;USA;US;IL;US-IL;17121;;NA;NA;NA;-88.92;38.65;37205;2;United States;Illinois;Marion;;Marion, Illinois, United States;29/12/2020;103;1;Deaths;Total;Total;JHU
1688;US17121;County;840;USA;US;IL;US-IL;17121;;NA;NA;NA;-88.92;38.65;37205;2;United States;Illinois;Marion;;Marion, Illinois, United States;29/12/2020;103;1;Deaths;Total;Total;NYT
1689;US17125;County;840;USA;US;IL;US-IL;17125;;NA;NA;NA;-89.92;40.24;13359;2;United States;Illinois;Mason;;Mason, Illinois, United States;29/12/2020;37;1;Deaths;Total;Total;JHU
1690;US17125;County;840;USA;US;IL;US-IL;17125;;NA;NA;NA;-89.92;40.24;13359;2;United States;Illinois;Mason;;Mason, Illinois, United States;29/12/2020;37;1;Deaths;Total;Total;NYT
1691;US17133;County;840;USA;US;IL;US-IL;17133;;NA;NA;NA;-90.18;38.28;34637;2;United States;Illinois;Monroe;;Monroe, Illinois, United States;29/12/2020;59;2;Deaths;Total;Total;JHU
1692;US17133;County;840;USA;US;IL;US-IL;17133;;NA;NA;NA;-90.18;38.28;34637;2;United States;Illinois;Monroe;;Monroe, Illinois, United States;29/12/2020;59;2;Deaths;Total;Total;NYT
1693;US17137;County;840;USA;US;IL;US-IL;17137;;NA;NA;NA;-90.2;39.72;33658;2;United States;Illinois;Morgan;;Morgan, Illinois, United States;29/12/2020;82;1;Deaths;Total;Total;NYT
1694;US17139;County;840;USA;US;IL;US-IL;17139;;NA;NA;NA;-88.62;39.64;14501;2;United States;Illinois;Moultrie;;Moultrie, Illinois, United States;29/12/2020;26;1;Deaths;Total;Total;JHU
1695;US17139;County;840;USA;US;IL;US-IL;17139;;NA;NA;NA;-88.62;39.64;14501;2;United States;Illinois;Moultrie;;Moultrie, Illinois, United States;29/12/2020;26;1;Deaths;Total;Total;NYT
1696;US17143;County;840;USA;US;IL;US-IL;17143;;NA;NA;NA;-89.76;40.79;179179;2;United States;Illinois;Peoria;;Peoria, Illinois, United States;29/12/2020;196;3;Deaths;Total;Total;JHU
1697;US17143;County;840;USA;US;IL;US-IL;17143;;NA;NA;NA;-89.76;40.79;179179;2;United States;Illinois;Peoria;;Peoria, Illinois, United States;29/12/2020;196;3;Deaths;Total;Total;NYT
1698;US17145;County;840;USA;US;IL;US-IL;17145;;NA;NA;NA;-89.37;38.09;20916;2;United States;Illinois;Perry;;Perry, Illinois, United States;29/12/2020;51;1;Deaths;Total;Total;JHU
1699;US17145;County;840;USA;US;IL;US-IL;17145;;NA;NA;NA;-89.37;38.09;20916;2;United States;Illinois;Perry;;Perry, Illinois, United States;29/12/2020;51;1;Deaths;Total;Total;NYT
1700;US17149;County;840;USA;US;IL;US-IL;17149;;NA;NA;NA;-90.89;39.62;15561;2;United States;Illinois;Pike;;Pike, Illinois, United States;29/12/2020;38;1;Deaths;Total;Total;JHU
